year,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,nflgrade,college,
2012,OLB,6,2,74,246,31.875,9.875,0,0,0,0,0,37,121,31,0,San Diego State,4
2012,OLB,6,2,74,236,31.5,9.125,4.69,0,0,4.18,6.89,34,121,19,0,TCU,5
2012,SS,6,2,74,211,33,9.5,4.74,0,0,4.15,6.99,34,114,0,0,,0
2012,DT,6,1,73,316,0,0,0,0,0,0,0,0,0,0,0,Alabama,5
2012,TE,6,2,74,251,32.5,9.25,0,0,0,0,0,0,0,35,0,Georgia,4
2012,WR,6,3,75,219,34.125,10.125,4.55,0,0,4.09,6.9,36,125,19,0,Arkansas,4
2012,CB,5,11,71,188,33.25,8.5,4.5,0,0,4.12,7.01,34,118,0,0,LSU,1
2012,WR,6,0,72,201,30.625,9.125,4.5,0,0,4.15,6.69,35,115,12,0,Virginia Tech,5
2012,ILB,6,4,76,246,0,0,4.81,0,0,4.29,6.96,35,78,15,0,North Carolina State,7
2012,QB,6,3,75,233,31.625,10.375,0,0,0,4.38,7.07,0,109,0,0,Chattanooga,7
2012,OT,6,5,77,314,34,10,5.11,0,0,4.6,7.59,30,108,20,0,South Dakota,6
2012,WR,5,11,71,190,31,9.5,4.65,2.64,1.58,4.35,7.12,31.5,115,11,0,,0
2012,DE,6,6,78,284,33.25,10.25,4.78,2.69,1.63,4.78,7.57,31.5,109,25,0,North Carolina,1
2012,OT,6,5,77,310,35,10.25,0,0,0,0,0,0,0,25,0,,0
2012,QB,6,4,76,215,32,9.375,4.72,0,0,4.3,7.03,31.5,106,0,0,,0
2012,QB,6,3,75,214,31.75,9.875,4.93,0,0,4.5,7.05,28.5,109,0,0,Michigan State,4
2012,DT,6,4,76,298,34.5,10.375,4.79,0,0,4.53,7.07,26,103,30,0,Mississippi State,1
2012,DE,6,5,77,274,0,0,4.85,0,0,4.25,7.15,33,116,0,0,Penn State,5
2012,DE,6,4,76,285,33.75,9.5,4.89,0,0,4.44,7.09,33,113,28,0,Boise State,3
2012,RB,5,11,71,219,0,0,4.71,0,0,4.4,7.26,33,110,21,0,,0
2012,DE,6,4,76,279,0,0,4.99,0,0,4.4,7.47,31,104,0,0,Nebraska,4
2012,WR,6,2,74,224,32,10.5,4.68,0,0,4.3,7.15,38,117,17,0,Arizona,5
2012,OT,6,4,76,297,32.125,9.875,5.34,0,0,4.59,7.58,27,102,23,0,,0
2012,WR,6,1,73,211,33,8.125,4.59,0,0,0,7.1,31,116,12,0,Michigan State,6
2012,DE,6,3,75,266,32.75,9.25,4.98,0,0,4.4,6.9,32,110,0,0,Marshall,2
2012,DT,6,0,72,291,32.5,9.625,0,0,0,0,0,0,0,0,0,Iowa,4
2012,OT,6,6,78,315,33.875,10,5.32,0,0,4.54,7.71,29,100,0,0,Florida State,7
2012,OLB,6,0,72,233,0,0,4.65,0,0,4.22,7.28,36,119,19,0,Nebraska,2
2012,QB,6,1,73,219,31.75,10.375,0,0,0,4.11,6.73,31,109,0,0,,0
2012,OLB,6,2,74,235,32,9,4.61,0,0,4.28,7.19,38,124,32,0,Arkansas State,3
2012,OG,6,5,77,316,32.375,10,5.43,0,0,4.56,7.3,29,98,34,0,Stanford,1
2012,CB,5,10,70,204,30,9.5,4.55,0,0,0,0,37,0,0,0,Nebraska,7
2012,OT,6,5,77,298,32.5,9.75,5.46,0,0,4.9,7.49,28,100,18,0,,0
2012,WR,5,9,69,172,29.625,8.375,4.57,2.66,1.58,4.2,7.12,33.5,118,5,0,,0
2012,TE,6,5,77,252,33,9.75,4.62,0,0,4.32,7.03,36,131,21,0,Missouri,3
2012,TE,6,5,77,251,32.75,10.25,4.88,0,0,0,0,31,109,0,0,USC,4
2012,DT,6,1,73,323,0,0,5.18,0,0,4.62,0,31,99,36,0,,0
2012,CB,5,8,68,190,31.25,9.5,4.68,0,0,4.2,6.8,32,109,20,0,,0
2012,TE,6,6,78,247,33.375,10,0,0,0,0,0,0,0,27,0,Stanford,2
2012,OLB,6,1,73,245,33,9.375,4.77,0,0,4.28,7.03,33,114,27,0,Notre Dame,5
2012,CB,5,11,71,206,31.25,9.5,4.53,0,0,3.97,6.71,34,125,23,0,Oklahoma,3
2012,WR,6,3,75,220,32.875,9.375,4.47,0,1.57,4.37,7.11,36,122,16,0,Notre Dame,1
2012,QB,6,5,77,243,0,0,5.14,0,0,0,0,30.5,112,0,0,Arizona,3
2012,DT,6,1,73,301,0,0,5.17,0,0,4.79,7.64,28,105,35,0,,0
2012,DE,6,2,74,268,33.875,10.125,0,0,0,4.35,7.05,32,109,23,0,,0
2012,CB,5,10,70,187,31.125,9.125,4.54,0,0,4.03,6.59,35,121,16,0,Texas A&M,7
2012,WR,6,3.5,75.5,223,33.625,9.875,4.53,2.75,1.61,4.42,7.09,32,120,17,0,,0
2012,ILB,6,1,73,241,0,0,4.87,0,0,4.1,6.9,29,0,19,0,,0
2012,RB,5,11,71,239,0,0,4.67,0,0,4.25,7.15,37,119,0,0,Baylor,6
2012,OC,6,1,73,305,0,0,5.42,0,0,4.65,7.63,30,96,25,0,,0
2012,OG,6,2,74,293,33.125,9.5,5,0,0,4.65,7.99,31,112,0,0,Iowa,5
2012,CB,6,0,72,190,31,9.25,4.4,0,0,3.94,6.61,36,123,15,0,South Carolina,1
2012,WR,5,11,71,198,31.25,8.25,4.41,0,0,4.23,6.97,33,118,19,0,Wake Forest,4
2012,OG,6,5,77,345,35.75,10.125,5.15,0,0,5,8.13,23,93,31,0,Georgia,2
2012,ILB,6,0,72,244,31.875,9,4.64,0,0,0,0,35,0,0,0,,0
2012,WR,5,11,71,188,32.75,9,4.41,0,1.47,4.18,6.77,33,120,8,0,North Carolina State,3
2012,RB,5,10,70,206,29.5,9.125,4.47,0,0,0,7.17,32,114,21,0,Texas A&M,6
2012,RB,5,10,70,223,31.375,10,0,0,0,0,0,0,0,20,0,,0
2012,TE,6,6,78,238,34.5,10.125,4.53,0,0,4.47,7.12,34,124,16,0,Louisiana-Lafayette,4
2012,OT,6,5,77,298,0,0,0,0,0,0,0,0,0,0,0,,0
2012,QB,6,2,74,223,32.25,9.5,4.41,0,0,0,0,39,120,0,0,Baylor,1
2012,SS,6,0,72,218,33,9,4.7,0,0,0,0,0,0,0,0,Kentucky,6
2012,DE,6,3,75,285,0,0,5.07,0,0,4.53,7.45,31,105,0,0,California,7
2012,DT,6,5,77,313,33.125,10.25,5.54,0,0,4.78,7.82,0,0,31,0,,0
2012,RB,5,9,69,218,31,9.625,0,0,0,0,0,0,0,26,0,,0
2012,WR,6,0,72,184,31.75,9.5,4.66,0,1.57,0,0,34,117,11,0,,0
2012,TE,6,4,76,252,33.125,9.875,4.49,0,0,4.11,6.76,36,122,24,0,Oklahoma,6
2012,QB,6,0,72,222,0,0,4.78,0,0,0,0,0,113,0,0,,0
2012,TE,6,4,76,260,0,0,5.11,0,0,4.69,7.4,26,109,13,0,,0
2012,QB,6,1,73,219,32.375,9.25,4.76,0,0,4.15,6.78,32.5,112,0,0,Northern Illinois,7
2012,CB,5,11,71,175,0,0,4.64,0,0,4.19,6.79,36,118,14,0,,0
2012,DT,6,3,75,306,0,0,0,0,0,0,0,0,0,0,0,,0
2012,QB,6,3,75,203,32.125,9.75,4.72,0,0,4.4,7.1,37,113,0,0,,0
2012,CB,5,10,70,188,32.25,9,4.68,0,0,4.07,6.81,36,117,0,0,Florida State,6
2012,CB,5,11,71,185,0,0,4.57,0,0,3.9,6.76,34,119,19,0,Vanderbilt,2
2012,WR,6,1,73,225,32.5,9.625,4.53,0,1.53,3.98,6.59,35,124,21,0,Michigan,7
2012,RB,5,10,70,213,32,9,4.66,0,0,4.04,6.97,35,117,22,0,Ohio State,6
2012,DT,6,5,77,318,0,0,5.23,0,0,4.86,7.75,31,108,26,0,Regina,3
2012,ILB,6,2,74,265,32.625,9.75,4.68,0,0,0,0,32,0,0,0,Alabama,1
2012,WR,6,4,76,215,33.375,9.375,4.34,2.52,1.5,4.51,6.89,39.5,133,14,0,Georgia Tech,2
2012,RB,5,9,69,200,30,8.5,4.45,0,0,0,0,37,0,17,0,San Diego State,3
2012,WR,5,10,70,183,32,8.5,4.34,2.51,1.53,4.36,7.03,35.5,119,7,0,Florida International,3
2012,OT,6,5,77,323,35.25,9.625,5.41,0,0,4.8,7.74,27,104,22,0,Southern Miss,3
2012,CB,5,10,70,178,30.875,8.875,4.47,0,0,0,0,0,0,11,0,Virginia Tech,3
2012,DT,6,3,75,301,0,0,4.82,0,0,4.47,7.32,27,106,24,0,Florida,4
2012,SS,5,11,71,210,0,0,4.65,0,0,4.15,6.97,33,120,21,0,,0
2012,DT,6,2,74,309,33.875,9.125,0,0,0,0,0,0,0,28,0,Cincinnati,3
2012,SS,6,0,72,213,0,0,4.68,0,0,4.22,6.78,35,122,20,0,,0
2012,FS,6,4,76,225,34.5,9.625,4.66,0,0,4.03,7.03,34,124,20,0,Boise State,5
2012,OLB,6,1,73,264,31.5,9.625,4.79,0,0,4.18,6.83,34,109,28,0,South Carolina,1
2012,OLB,6,2,74,245,33.375,9.625,4.5,0,1.55,4.03,6.7,33,123,23,0,West Virginia,1
2012,CB,5,10,70,191,0,0,4.49,0,0,4.03,6.97,34,118,19,0,N/A,5
2012,FS,5,11,71,188,0,0,4.64,0,0,4.15,6.9,36,125,9,0,,0
2012,WR,6,0,72,196,32.875,9.25,4.62,0,1.6,4.11,6.82,41,127,22,0,,0
2012,DE,6,5,77,284,0,0,4.91,0,0,4.41,7.38,28,105,25,0,Tennessee,5
2012,RB,5,8,68,194,30.25,9,4.45,0,0,4.12,6.88,35,123,15,0,Oregon,2
2012,DE,6,5,77,265,0,0,5.02,0,0,4.34,0,30,114,21,0,,0
2012,QB,6,3,75,223,33,10.25,4.65,0,0,4.06,6.81,36.5,116,14,0,,0
2012,WR,6,2.875,74.875,216,33,10.25,4.48,2.63,1.64,4.17,6.71,36.5,122,0,0,South Carolina,2
2012,WR,6,0,72,190,32.75,9.5,4.39,0,0,4.12,6.73,38,124,12,0,Illinois,1
2012,CB,5,10,70,193,32,8.25,4.46,0,0,4.13,6.95,33,121,0,0,North Alabama,2
2012,DE,6,3,75,268,33.5,9,4.81,0,0,4.38,7.2,35,105,0,0,Virginia,7
2012,ILB,6,1,73,241,32.875,9.375,4.68,0,0,4.37,7.34,37,88,23,0,Nevada,4
2012,CB,5,10,70,196,0,0,4.71,0,0,4.15,6.96,32,120,15,0,,0
2012,OG,6,3,75,313,0,0,5.24,0,0,4.53,7.87,31,108,22,0,,0
2012,OLB,6,0,72,239,0,0,0,0,0,0,0,0,0,16,0,,0
2012,CB,6,2,74,204,33.25,9.375,4.61,0,0,4.15,7.2,35,122,19,0,Montana,3
2012,OC,6,2,74,303,0,0,5.44,0,0,4.74,7.95,30,105,29,0,Georgia,4
2012,DE,6,5,77,266,35.5,9.75,4.87,0,0,4.38,7.07,35,120,22,0,Syracuse,1
2012,WR,6,3,75,230,34,9,4.55,0,1.62,0,0,33,109,14,0,,0
2012,CB,5,9,69,194,30.5,9.125,4.56,0,0,0,0,0,0,20,0,,0
2012,OT,6,6,78,320,33.625,10.125,5.67,0,0,5.12,8.03,27,95,13,0,Nebraska,7
2012,WR,6,2,74,199,33.125,10.25,4.46,0,1.57,4.11,6.81,33,112,22,0,California,5
2012,CB,5,11,71,194,30.25,8.75,4.48,0,0,4.25,7.33,37,126,0,0,,0
2012,OLB,6,3,75,239,0,0,0,0,0,0,0,34,119,20,0,Oregon,5
2012,OT,6,6,78,306,34.5,10.375,4.99,0,0,4.65,7.33,27,0,30,0,USC,1
2012,WR,6,0,72,209,32.125,9.25,4.58,0,1.56,4.12,7.03,34,119,14,0,,0
2012,QB,6,1,73,208,30.875,9.125,4.82,0,0,0,0,32.5,103,0,0,,0
2012,OG,6,3,75,307,0,0,5.52,0,0,4.58,7.77,25,101,21,0,Washington,5
2012,ILB,5,11,71,240,0,0,4.47,0,0,4.19,0,39,0,24,0,California,2
2012,CB,6,1,73,186,30.625,9.5,4.51,0,0,0,0,35,120,0,0,Alabama,1
2012,OC,6,5,77,314,33,9.25,0,0,0,0,0,0,0,18,0,Wisconsin,2
2012,ILB,6,2,74,242,31,9.75,4.58,0,0,4.12,6.92,38,74,27,0,Boston College,1
2012,DT,6,4,76,299,32.5,10.5,4.89,0,0,4.41,7.43,34,112,28,0,North Carolina State,7
2012,OG,6,3,75,315,0,0,5.36,0,0,4.91,7.87,29,104,30,0,,0
2012,OG,6,3,75,312,0,0,5.37,0,0,4.65,7.64,26,96,29,0,Southern Methodist,3
2012,OLB,6,2,74,253,32.5,9.25,4.68,0,0,4.4,7.09,31,112,36,0,Oklahoma,4
2012,OLB,6,1,73,246,32.75,10.125,4.88,0,0,0,0,36,122,22,0,Oklahoma,7
2012,QB,6,4,76,229,32.625,10,4.9,0,0,4.45,7.52,29.5,108,0,0,San Diego State,6
2012,OLB,6,2,74,254,32.625,10.625,4.93,0,0,4.28,7.36,33,117,23,0,,0
2012,DE,6,5,77,243,34.25,10.25,0,0,0,0,0,0,0,0,0,,0
2012,ILB,6,0,72,244,0,0,4.85,0,0,0,0,32,0,19,0,,0
2012,OG,6,3,75,309,32.25,9.75,0,0,0,0,0,0,0,26,0,Wake Forest,4
2012,QB,6,4,76,234,32.625,10,4.67,0,0,4.28,6.8,36,124,0,0,Stanford,1
2012,CB,6,0,72,206,0,0,4.77,0,0,0,0,31,111,17,0,,0
2012,OLB,6,2,74,237,32.25,9.25,4.79,0,0,4.43,7.18,32,114,22,0,North Carolina State,5
2012,OLB,6,1,73,242,0,0,4.81,0,0,4.09,7.05,30,108,28,0,Nevada,5
2012,RB,5,9,69,223,30.5,9,4.55,0,0,4.16,6.79,36,120,28,0,Boise State,1
2012,OT,6,5,77,312,34,9.875,0,0,0,0,0,0,0,0,0,Stanford,2
2012,WR,5,11,71,188,31.375,9.25,4.45,0,0,4.13,6.85,39,122,13,0,Michigan State,4
2012,FS,6,1,73,207,32,9.25,0,0,0,0,0,0,0,19,0,Oklahoma State,6
2012,DT,6,1,73,306,32.25,9.125,4.88,0,0,4.25,7.19,33,113,36,0,Michigan,3
2012,OLB,6,2,74,264,0,0,4.89,0,0,4.53,7.38,33,120,20,0,Troy,5
2012,OT,6,6,78,316,35,9,5.23,0,0,4.95,7.7,27,103,22,0,Mississippi,4
2012,WR,6,0,72,217,32.5,9.125,4.62,0,1.57,4.19,6.88,36,0,20,0,Nevada,7
2012,WR,5,8,68,186,29.75,9,4.51,0,0,0,0,33,112,0,0,,0
2012,OT,6,6,78,308,0,0,5.52,0,0,0,0,25,97,17,0,UAB,6
2012,OG,6,6,78,329,0,0,5.57,0,0,4.82,8.13,27,91,19,0,,0
2012,OLB,6,3,75,260,32.75,10.125,4.63,0,0,4.33,7.07,31,118,19,0,Boise State,1
2012,SS,6,2,74,202,0,0,4.54,0,0,4.29,7,30,122,12,0,,0
2012,SS,5,11,71,203,30.625,9.375,4.56,0,0,4.22,6.69,36,120,17,0,Maine,4
2012,WR,6,2,74,216,32,10,4.54,0,0,4.07,7.15,37,122,0,0,Iowa,6
2012,ILB,6,1,73,245,30.875,9.375,4.97,0,0,4.28,7.26,30,90,26,0,Montana,7
2012,DT,6,1,73,294,0,0,5,0,0,4.21,7.1,30,108,27,0,,0
2012,RB,5,8,68,211,0,0,4.53,0,0,4.32,7.14,35,118,23,0,,0
2012,CB,5,10,70,202,0,0,4.74,0,0,0,0,33,116,0,0,Alabama,5
2012,DE,6,3,75,261,33.875,9.25,4.68,0,0,4.53,7.17,32,118,27,0,Illinois,1
2012,RB,5,11,71,212,31.375,9.25,4.4,0,0,0,0,33,0,0,0,Miami (FL),4
2012,OG,6,7,79,321,0,0,5.27,0,0,4.78,7.72,28,100,32,0,Colorado,5
2012,CB,5,10,70,183,31.5,9,0,0,0,0,0,0,0,7,0,,0
2012,SS,5,11,71,202,0,0,4.63,0,0,4.22,6.93,37,127,19,0,Mississippi State,6
2012,OC,6,1,73,298,0,0,0,0,0,0,0,0,0,41,0,Michigan,7
2012,WR,5,9,69,180,31,9.625,4.42,0,0,4.05,6.82,43,126,19,0,,0
2012,QB,6,0,72,197,30.25,9.5,4.94,0,0,4.56,7.41,27,99,0,0,,0
2012,DT,6,3,75,268,0,0,5.12,0,0,4.53,0,30,109,21,0,,0
2012,RB,5,10,70,219,0,0,4.67,0,0,4.19,7.01,35,117,16,0,Florida Atlantic,6
2012,OT,6,5,77,314,34,11,5.21,0,0,4.78,7.43,27,103,30,0,Auburn,4
2012,WR,6,4,76,209,32.75,8.25,4.52,0,0,4.23,6.96,33,115,10,0,,0
2012,OLB,6,3,75,238,0,0,4.74,0,0,4.31,7.27,0,0,21,0,,0
2012,OG,6,5,77,317,33.5,9.75,5.43,0,0,4.9,0,29,102,0,0,,0
2012,CB,6,0,72,197,32.75,9.25,4.66,0,0,4.23,7.09,33,124,14,0,Coastal Carolina,5
2012,OT,6,7,79,338,0,0,5.8,0,0,0,0,28,0,22,0,,0
2012,OG,6,6,78,333,35.875,10.25,5.36,0,0,4.87,7.91,26,104,32,0,Iowa State,2
2012,QB,6,7,79,242,33.875,9.875,0,0,0,0,0,0,0,0,0,Arizona State,2
2012,WR,5,11,71,196,31.75,8.5,4.36,0,0,4.11,6.85,40,129,19,0,,0
2012,WR,5,9,69,186,29,9,4.6,0,0,3.98,6.95,30,112,15,0,,0
2012,DE,6,3,75,268,0,0,0,0,0,0,0,0,0,26,0,,0
2012,TE,6,3,75,246,32.75,10.125,4.93,0,0,4.4,7.18,32,110,21,0,Oregon,7
2012,RB,5,10,70,197,31,8.625,4.47,0,0,4.32,6.95,33,116,0,0,Cincinnati,2
2012,CB,6,0,72,194,31.75,9.625,4.61,0,0,0,0,33,116,14,0,,0
2012,DE,6,3,75,271,33,9.5,4.64,0,0,4,7.25,38,124,35,0,USC,1
2012,TE,6,3,75,243,0,0,4.76,0,0,0,7.19,36,121,18,0,,0
2012,RB,6,0,72,218,0,0,4.49,0,0,4.28,7.07,36,123,17,0,Temple,3
2012,SS,5,10,70,211,0,0,4.63,0,0,4.28,7.12,33,116,22,0,,0
2012,DT,6,4,76,346,0,0,4.98,0,0,4.56,7.9,29,105,44,0,Memphis,1
2012,RB,5,11,71,215,31.5,9.75,4.57,0,0,4.21,7.13,31,111,0,0,,0
2012,RB,5,10,70,205,0,0,4.54,0,0,4.19,7.36,34,118,24,0,,0
2012,WR,6,2,74,211,31.625,9.625,4.5,0,1.45,4.15,7.03,36,123,14,0,Ohio State,3
2012,OT,6,6,78,303,34.625,9.625,5.36,0,0,4.67,7.49,28,100,22,0,Boise State,7
2012,CB,6,0,72,203,0,0,4.53,0,0,4.16,6.84,33,121,17,0,,0
2012,DT,6,2,74,311,0,0,5.36,0,0,4.62,7.31,28,99,29,0,,0
2012,CB,5,10,70,190,0,0,0,0,0,0,0,0,0,14,0,Iowa,5
2012,CB,5,10,70,185,30.25,8.625,4.64,0,0,4.28,7.19,32,114,8,0,,0
2012,TE,6,3,75,237,31.75,9.5,0,0,0,0,0,0,0,0,0,,0
2012,SS,6,1,73,213,0,0,4.62,0,0,4.32,7.21,32,119,19,0,,0
2012,WR,6,4,76,220,34.25,9.75,4.55,0,0,4.23,7.1,34,119,15,0,Appalachian State,2
2012,RB,5,8,68,180,30.75,9.5,4.45,0,0,3.93,6.5,36,120,16,0,Florida,5
2012,DT,6,4,76,293,33.75,9.625,5,0,0,4.84,7.49,34,111,28,0,Texas,7
2012,WR,6,3,75,210,33,9.5,4.55,0,0,4.36,6.99,31,121,15,0,LSU,2
2012,CB,5,10,70,188,30,9.375,4.63,0,0,4.2,0,36,124,14,0,,0
2012,OT,6,6,78,313,33.25,10.125,5.23,0,0,4.75,7.87,26,98,23,0,Iowa,1
2012,TE,6,5,77,256,33.375,9,0,0,0,0,0,0,0,0,0,,0
2012,DT,6,4,76,299,33.25,9.5,4.95,0,0,4.53,7.43,34,113,36,0,Connecticut,2
2012,OT,6,4,76,302,33.25,9.625,5.37,0,0,0,0,0,0,25,0,,0
2012,SS,6,2,74,216,0,0,4.52,0,0,4.44,7.01,38,128,22,0,,0
2012,RB,5,9,69,228,30.25,9.5,0,0,0,0,0,0,0,0,0,Alabama,1
2012,DT,6,4,76,302,32.25,10.125,5.32,0,0,0,0,26,102,30,0,South Carolina,7
2012,WR,6,3,75,227,33,10.125,4.62,0,0,4.15,0,35,113,0,0,,0
2012,CB,5,10,70,199,31.25,9.25,4.33,0,0,3.97,6.55,38,133,17,0,UCF,3
2012,OLB,6,3,75,242,33,9.75,4.79,0,0,0,0,35,120,27,0,Texas,4
2012,FS,5,9,69,195,31.5,9.75,4.52,0,0,4.15,0,35,125,15,0,,0
2012,WR,5,7,67,184,29.625,8.75,4.67,0,0,4.23,0,37,115,19,0,,0
2012,DT,6,3,75,275,32.75,9.375,5.07,0,0,4.62,7.31,30,108,32,0,,0
2012,OT,6,5,77,320,35,10.875,5.41,0,0,4.99,8.15,27,100,28,0,Florida State,5
2012,WR,6,2,74,211,33.5,10.125,4.67,0,0,4.22,6.88,36,126,19,0,Rutgers,3
2012,OC,6,2,74,304,0,0,5.38,0,0,4.99,8.19,22,90,26,0,,0
2012,OT,6,5,77,318,33.5,10,5.45,0,0,4.87,7.86,26,89,23,0,California,2
2012,RB,6,0,72,231,32,8.25,4.73,0,0,0,0,31,0,0,0,,0
2012,CB,5,11,71,189,0,0,4.42,0,0,4.06,6.6,37,122,15,0,Clemson,4
2012,DE,6,3,75,266,33.5,9.625,4.96,0,0,4,7.09,35,116,26,0,,0
2012,OG,6,3,75,311,33,10.125,5.43,0,0,4.87,7.95,31,107,28,0,Midwestern State,2
2012,SS,6,2,74,213,32.625,10.25,4.57,0,0,4.12,6.63,34,122,19,0,Notre Dame,1
2012,DE,6,3,75,253,0,0,4.81,0,0,4,7.25,31,110,21,0,,0
2012,RB,5,8.5,68.5,207,0,0,4.33,2.5,1.48,4.35,7.51,40.5,126,23,0,Utah State,7
2012,DE,6,3,75,262,0,0,5,0,0,4.25,7.17,35,124,34,0,Rice,7
2012,OLB,5,11,71,231,31.5,9.25,4.71,0,0,4.28,7.46,33,119,12,0,Miami (FL),3
2012,CB,5,10,70,195,0,0,4.68,0,0,4.22,6.94,34,121,12,0,,0
2012,OT,6,5,77,312,34.875,9.875,4.94,0,0,4.78,7.52,35,114,19,0,Oklahoma,3
2012,DT,6,4,76,303,33.25,10,5.08,0,0,0,0,29,0,26,0,Penn State,2
2012,WR,6,4,76,219,34.75,9.5,4.4,0,0,0,7.08,33,125,17,0,Miami (FL),6
2012,OLB,6,1,73,241,0,0,4.78,0,0,4.28,6.84,31,116,21,0,Penn State,7
2012,DT,6,5,77,298,0,0,5.01,0,0,4.41,0,36,113,21,0,North Carolina State,7
2012,DT,6,2,74,248,32,9.75,5.37,0,0,0,0,26,103,35,0,Washington,4
2012,QB,6,4,76,221,32.625,9,0,0,0,0,0,0,0,0,0,Texas A&M,1
2012,SS,5,11,71,209,0,0,4.58,0,0,4.37,7.32,33,118,0,0,LSU,3
2012,QB,6,3,75,220,32.875,9.5,4.8,0,0,4.28,7.17,36,121,14,0,,0
2012,SS,5,10,70,206,0,0,4.63,0,0,4.25,7.01,35,123,20,0,,0
2012,FS,5,11,71,198,32.125,10.5,4.74,0,0,0,0,33,122,14,0,,0
2012,DT,6,2,74,314,33.5,10,0,0,0,4.71,7.97,31,100,35,0,Clemson,3
2012,FS,6,0,72,211,0,0,4.5,0,0,4.13,7.33,31,122,18,0,South Carolina State,4
2012,OG,6,4,76,324,33.25,9.375,5.5,0,0,4.8,7.92,23,85,16,0,Syracuse,6
2012,WR,6,2,74,215,32.5,9,4.54,0,0,0,0,37,132,18,0,Wisconsin,4
2012,OLB,6,0,72,237,32.5,9.5,0,0,0,0,0,31,111,18,0,Kentucky,6
2012,OG,6,4,76,325,0,0,5.67,0,0,5,7.96,27,0,31,0,Penn State,5
2012,DT,6,2,74,289,32,9.75,5.42,0,0,4.87,8.07,24,92,30,0,,0
2012,RB,5,10,70,222,31,9.75,4.5,0,0,4.31,7.16,36,122,28,0,Utah State,4
2012,RB,5,11,71,219,0,0,4.76,0,0,0,0,30,110,19,0,,0
2012,DT,6,2,74,315,0,0,0,0,0,0,0,0,0,0,0,Georgia,7
2012,OLB,6,1,73,272,32,9,0,0,0,0,0,0,0,22,0,Alabama,2
2012,DE,6,2,74,261,0,0,4.8,0,0,4,7.39,34,122,31,0,Miami (FL),3
2012,CB,5,10,70,192,30.75,8.625,4.59,0,0,4,6.87,34,116,18,0,Arizona,7
2012,OLB,6,0,72,241,0,0,0,0,0,0,0,0,0,0,0,Utah State,2
2012,OT,6,5,77,305,32.75,9.75,5.34,0,0,4.75,7.93,26,103,29,0,,0
2012,OG,6,3,75,320,0,0,5.25,0,0,4.87,8.22,25,101,28,0,Miami (FL),6
2012,OG,6,4,76,338,34.625,10,5.39,0,0,4.9,7.87,27,102,0,0,South Carolina,5
2012,QB,6,4,76,221,31.75,9.625,4.89,0,0,4.45,7.36,32,102,0,0,Oklahoma State,1
2012,FS,5,11,71,206,0,0,4.55,0,0,4.22,6.72,37,126,15,0,Samford,5
2012,WR,6,0,72,208,31.5,9.25,4.69,0,0,4.13,6.84,35,119,14,0,Western Michigan,7
2012,OLB,6,1,73,233,0,0,4.7,0,0,4.37,7.14,37,124,21,0,Temple,5
2012,RB,5,9,69,193,0,0,0,0,0,0,0,0,0,20,0,,0
2012,OLB,6,4,76,249,0,0,4.86,0,0,4.31,7.11,33,117,25,0,Wake Forest,4
2012,RB,5,10,70,206,30.25,9.375,4.49,0,0,4.12,7.09,41,132,0,0,Virginia Tech,1
2012,QB,5,11,71,204,31,10.25,4.55,0,0,4.09,6.97,34,118,0,0,Wisconsin,3
2012,DE,6,3,75,294,32.5,9,5,0,0,4.44,7.37,27,107,24,0,Boise State,6
2012,QB,6,3,75,225,0,0,0,0,0,4.37,7.14,31.5,101,0,0,,0
2012,DT,6,5,77,295,33.25,10.75,5.01,0,0,4.44,7.26,33,108,33,0,Cincinnati,2
2012,DT,6,2,74,308,33,9.375,5.08,0,0,4.56,7.6,28,0,0,0,Michigan State,2
2012,WR,5,10,70,182,31.5,8.5,4.42,0,1.45,4.03,6.93,38,120,11,0,Arkansas,4
2012,WR,5,10.25,70.25,196,30.375,8.625,4.61,2.65,1.53,4.18,6.93,38.5,121,4,0,Baylor,1
2012,WR,5,9,69,187,30.25,9.5,4.39,0,0,0,0,39,123,17,0,Fresno State,4
2012,OG,6,5,77,303,34,10.25,5.05,0,0,0,0,32,0,28,0,,0
2012,OG,6,4,76,314,32.75,10.25,5.39,0,0,4.61,7.77,29,101,32,0,Wisconsin,1
2012,OT,6,5,77,303,0,0,0,0,0,0,0,0,0,0,0,,0
2011,OLB,6,2,74,262,33.5,9.75,4.67,0,0,4.32,0,33.5,112,23,0,Texas,4
2011,WR,6,2,74,190,34,9.25,4.56,0,0,0,0,0,0,0,0,,0
2011,DT,6,1,73,297,34,10,5.31,0,0,4.71,0,24,91,23,0,,0
2011,RB,6,1,73,228,30.375,9.625,4.56,0,0,4.06,0,41.5,120,24,0,Georgia Tech,7
2011,RB,5,8,68,199,30.25,8.75,4.52,0,0,0,0,0,0,23,0,,0
2011,CB,6,1,73,197,32.25,8.625,4.5,0,0,4.01,0,35.5,129,18,0,Citadel,4
2011,CB,6,1,73,206,30.5,8.5,4.38,0,0,4.08,0,38,128,15,0,Nebraska,1
2011,OG,6,5,77,300,33.875,10.5,5.31,0,0,4.63,0,29,103,25,0,Missouri State,4
2011,RB,5,11,71,229,30.125,9.5,4.77,0,0,4.37,0,30,104,22,0,,0
