year,position,heightfeet,heightinches,heightinchestotal,weight,arms,hands,fortyyd,twentyyd,tenyd,twentyss,threecone,vertical,broad,bench,nflgrade,college,
2014,WR,6,1,73,195,0,0,4.5,0,0,4.08,6.8,30.5,117,4,5.9,Wisconsin,6
2014,WR,6,1,73,212,0,0,4.56,0,0,4.3,6.82,39.5,123,14,5.6,Fresno St.,2
2014,SS,6,1,73,220,0,0,4.54,0,0,4.51,7.05,38,123,0,6,Utah St.,4
2014,CB,5,9,69,187,0,0,4.61,0,0,4.15,0,35.5,117,13,5.4,Purdue,5
2014,TE,6,5,77,265,0,0,4.74,0,0,4.3,7.42,33,118,28,5.3,Texas Tech,2
2014,RB,5,10,70,225,0,0,4.82,0,0,4.49,7.24,29.5,106,20,5.3,Western Kentucky,0
2014,RB,5,8,68,173,0,0,4.26,0,0,4.06,6.86,38,122,20,5.5,Kent St.,4
2014,C,6,2,74,302,0,0,5.36,0,0,0,0,0,0,0,5.5,Grand Valley St.,0
2014,RB,6,1,73,218,0,0,4.48,0,0,4.46,7.07,38,121,19,5.6,Notre Dame,0
2014,OLB,6,3,75,252,0,0,0,0,0,0,0,0,0,0,5.5,Georgia Tech,2
2014,SS,6,0,72,201,0,0,4.66,0,0,4.15,6.97,34,113,0,5.4,USC,0
2014,OLB,6,5,77,255,0,0,4.66,0,0,4.19,6.82,34.5,119,15,6.2,UCLA,1
2014,OLB,6,1,73,237,0,0,4.64,0,0,4.35,7.24,35,123,22,5.4,LSU,5
2014,WR,5,11,71,198,0,0,4.43,0,0,3.94,6.69,38.5,122,7,4.9,LSU,1
2014,CB,5,11,71,182,0,0,0,0,0,0,0,0,0,11,5,Alabama,0
2014,WR,6,5,77,240,0,0,4.61,0,0,4.39,7.33,32.5,119,13,5.1,Florida St.,1
2014,CB,5,11,71,195,0,0,4.63,0,0,4.38,6.94,40.5,122,10,6.1,San Jose St.,5
2014,SS,5,10,70,193,0,0,4.71,0,0,4.22,7.08,35.5,117,15,5.2,San Diego St.,5
2014,RB,5,9,69,212,0,0,4.67,0,0,0,0,29,106,24,5.4,Colorado St.,0
2014,OT,6,4,76,302,0,0,4.97,0,0,4.44,7.37,32,114,22,0,Nevada,2
2014,TE,6,4,76,256,0,0,0,0,0,0,0,0,0,0,6,Massachusetts,8
2014,RB,6,2,74,223,0,0,4.63,0,0,4.5,7.15,32,121,13,5,LSU,6
2014,C,6,3,75,310,0,0,5.18,0,0,4.66,8.26,29,109,42,5,North Carolina,4
2014,OG,6,4,76,298,0,0,5.3,0,0,4.61,7.44,25,101,21,5,Iowa,0
2014,ILB,5,11,71,248,0,0,4.83,0,0,4.27,7.18,31,114,27,5.2,Wisconsin,3
2014,QB,6,5,77,232,0,0,4.93,0,0,4.21,7.08,32.5,115,0,5,Central Florida,1
2014,SS,6,0,72,204,0,0,4.59,0,0,4.31,7.04,35,116,18,4.8,North Carolina,4
2014,K,6,2,74,185,0,0,0,0,0,0,0,0,0,0,5.2,Rice,0
2014,WR,6,4,76,206,0,0,4.73,0,0,0,0,0,0,12,5,Vanderbilt,0
2014,QB,6,1,73,222,0,0,4.84,0,0,4.23,7.33,30.5,106,0,4.8,Clemson,7
2014,OLB,6,1,73,250,0,0,4.76,0,0,4.3,7.25,37.5,122,23,4.9,Arizona State,4
2014,CB,5,11,71,197,0,0,4.62,0,0,4.33,7.04,34.5,123,11,5,Clemson,4
2014,QB,6,2,74,214,0,0,0,0,0,4.2,7.17,30,113,0,5.3,Louisville,1
2014,OT,6,6,78,325,0,0,5.19,0,0,4.69,8.14,27.5,100,23,5.2,Missouri,2
2014,DT,6,3,75,306,0,0,5.06,0,0,0,7.92,33.5,106,26,6.1,Syracuse,0
2014,FS,5,11,71,198,0,0,4.42,0,0,0,7.35,38,119,10,5.3,Florida St.,3
2014,WR,5,11,71,178,0,0,4.51,0,0,4.22,7.16,33,116,0,4.8,Ohio St.,0
2014,WR,5,10,70,179,0,0,4.34,0,0,4.12,6.91,36.5,119,0,5.2,Pittsburg St. (KS),3
2014,OLB,6,0,72,238,0,0,5.03,0,0,4.56,7.77,31,108,16,6,Illinois,0
2014,ILB,6,1,73,251,0,0,4.86,0,0,4.26,6.98,33,116,23,5.1,Louisville,3
2014,WR,6,4,76,211,0,0,4.42,0,0,4.15,7.18,39,124,16,0,Clemson,4
2014,SS,6,1,73,211,0,0,4.49,0,0,4.26,6.96,36.5,125,19,5.5,Washington St.,1
2014,ILB,6,3,75,249,0,0,4.78,0,0,4.3,7.22,31,112,30,5.1,Michigan St.,0
2014,WR,5,10,70,188,0,0,4.58,0,0,3.94,6.74,31,115,16,5.3,Fresno St.,0
2014,TE,6,2,74,224,0,0,4.62,0,0,4.32,7.14,30,112,0,5.1,Florida,0
2014,WR,5,9,69,192,0,0,4.46,0,0,4.01,6.77,39,122,20,5.3,Wake Forest,7
2014,RB,5,9,69,207,0,0,4.7,0,0,4.38,7.08,32.5,115,19,0,Arizona,4
2014,QB,6,2,74,214,0,0,4.69,0,0,4.2,0,34.5,110,0,4.8,Fresno St.,2
2014,NT,6,1,73,337,0,0,5.47,0,0,0,7.89,26,88,32,5.1,Arkansas State,6
2014,CB,6,0,72,206,0,0,0,0,0,0,0,0,0,17,4.8,Ohio,7
2014,P,6,5,77,231,0,0,0,0,0,0,0,0,0,0,6.1,Auburn,0
2014,DE,6,6,78,271,0,0,4.77,0,0,0,7.26,32,112,22,5.6,West Virginia,3
2014,FS,6,1,73,208,0,0,4.58,0,0,4.16,7.16,33,119,11,5.5,Alabama,1
2014,DE,6,5,77,266,0,0,4.53,0,0,0,7.27,37.5,124,21,4.9,South Carolina,1
2014,CB,6,0,72,191,0,0,4.56,0,0,4.32,7.28,36.5,122,10,5.2,Duke,4
2014,WR,6,6,78,225,0,0,4.56,0,0,4.51,7.33,32.5,0,21,6.1,Rutgers,0
2014,DT,6,5,77,314,0,0,0,0,0,0,0,0,0,24,6.1,California,0
2014,WR,5,10,70,198,0,0,0,0,0,0,0,0,0,0,6.2,Northwestern,0
2014,CB,5,11,71,177,0,0,0,0,0,0,0,0,0,0,6.4,Oklahoma,4
2014,WR,5,10,70,189,0,0,4.33,0,0,3.81,6.76,36,120,16,5.5,Oregon St.,1
2014,WR,5,11,71,184,0,0,4.5,0,0,3.9,6.53,40,120,12,7,Louisville,0
2014,FB,5,11,71,271,0,0,4.95,0,0,4.58,7.68,28.5,111,23,5.4,LSU,0
2014,RB,6,0,72,209,0,0,4.48,0,0,4.26,7.01,34.5,125,0,5.4,UNLV,0
2014,DE,6,3,75,273,0,0,4.84,0,0,0,7.19,31.5,108,24,4.9,Oregon St.,3
2014,RB,5,11,71,224,0,0,4.57,0,0,0,0,38,117,23,4.9,Alabama St.,0
2014,CB,5,10,70,202,0,0,0,0,0,0,0,0,0,15,5.5,Auburn,0
2014,WR,6,0,72,197,0,0,0,0,0,0,0,0,0,10,5.2,Texas,0
2014,TE,6,4,76,235,0,0,4.77,0,0,0,0,32.5,0,0,5.4,Utah,0
2014,CB,5,11,71,199,0,0,4.51,0,0,0,0,0,0,15,4.8,Michigan St.,1
2014,CB,6,1,73,198,0,0,4.59,0,0,4.3,6.86,35,133,11,5.2,Lindenwood,4
2014,SS,6,0,72,212,0,0,4.64,0,0,4.5,7.55,32,111,14,5.6,Baylor,8
2014,CB,5,11,71,203,0,0,4.41,0,0,4.27,7.15,32.5,117,17,5.2,Northwest Missouri St.,7
2014,DT,6,1,73,285,0,0,4.68,0,0,0,7.11,32,116,35,5.9,Pittsburgh,1
2014,SS,6,3,75,190,0,0,4.52,0,0,4.24,7.04,33.5,118,8,5.2,Western Kentucky,8
2014,OT,6,4,76,313,0,0,5.42,0,0,4.89,8.14,24,101,23,4.8,Furman,5
2014,TE,6,3,75,268,0,0,0,0,0,0,0,0,0,35,5.4,Dixie St.,0
2014,DE,6,4,76,273,0,0,4.92,0,0,0,6.83,31,114,22,5.4,Missouri,2
2014,DT,6,2,74,288,0,0,0,0,0,0,0,0,0,26,5.5,Florida,1
2014,TE,6,4,76,250,0,0,4.6,0,0,0,0,32,120,24,6,North Carolina,1
2014,DE,6,2,74,253,0,0,4.79,0,0,0,7.2,34.5,115,19,5,Boston College,0
2014,OG,6,4,76,313,0,0,5.25,0,0,4.82,7.95,27,99,26,5.1,Tennessee St.,5
2014,WR,5,9,69,197,0,0,4.45,0,0,3.95,6.69,39.5,120,15,5.3,South Carolina,4
2014,DT,6,1,73,334,0,0,5.27,0,0,0,7.81,28,92,25,5.1,Louisiana Tech,4
2014,DE,6,1,73,261,0,0,5.01,0,0,0,7.67,34,112,28,5.2,Louisiana Tech,7
2014,WR,6,2,74,225,0,0,4.45,0,0,0,0,0,0,19,5.6,Nebraska,7
2014,WR,6,5,77,231,0,0,4.53,0,0,4.26,7.08,37,0,12,5.3,Texas A&M,1
2014,WR,6,1,73,213,0,0,4.51,0,0,4.21,7.07,34.5,122,13,5.4,UCLA,4
2014,CB,6,0,72,213,0,0,4.59,0,0,4.13,7.05,35,117,17,5.7,Virginia Tech,6
2014,QB,6,2,74,212,0,0,4.99,0,0,4.5,7.55,28,103,0,5.6,San Jose St.,6
2014,OT,6,6,78,330,0,0,5.37,0,0,4.86,8.13,26.5,103,36,5.2,Bloomsburg,0
2014,K,6,1,73,211,0,0,0,0,0,0,0,0,0,0,5.5,Texas,0
2014,DT,6,3,75,315,0,0,0,0,0,0,0,0,0,24,5.2,LSU,2
2014,TE,6,5,77,265,0,0,4.76,0,0,4.26,7.1,31.5,116,25,5.9,Iowa,3
2014,RB,5,9,69,207,0,0,4.75,0,0,0,7.07,32,113,20,4.9,Sam Houston St.,0
2014,OT,6,5,77,323,0,0,5.28,0,0,5,8.24,23.5,97,26,5.1,Stanford,5
2014,RB,5,11,71,224,0,0,4.72,0,0,0,6.9,36.5,120,0,0,Toledo,0
2014,DE,6,2,74,252,0,0,0,0,0,0,0,0,0,0,5.6,Auburn,1
2014,ILB,6,2,74,248,0,0,4.7,0,0,0,0,36,120,30,5.5,California,4
2014,WR,6,1,73,217,0,0,4.52,0,0,4.18,7.06,36,126,0,5.8,Michigan St.,0
2014,WR,5,11,71,189,0,0,4.56,0,0,4.33,7.07,36,124,7,5.2,New Mexico St.,0
2014,RB,5,8,68,206,0,0,4.58,0,0,4.26,7.11,31.5,118,0,5.3,Florida St.,4
2014,CB,6,0,72,190,0,0,4.49,0,0,4.19,6.9,38.5,128,12,5,Virginia Tech,1
2014,OG,6,5,77,316,0,0,5.16,0,0,5.16,7.87,24.5,98,25,4.8,Tennessee,7
2014,RB,5,11,71,220,0,0,4.49,0,0,4.18,6.78,36.5,116,0,4.8,Stanford,7
2014,CB,5,10,70,190,0,0,0,0,0,0,0,0,0,15,5.6,Missouri,6
2014,CB,6,0,72,193,0,0,4.38,0,0,4.04,6.62,36.5,122,11,5.7,Rice,3
2014,WR,5,7,67,185,0,0,4.49,0,0,0,0,0,0,15,6,Michigan,8
2014,QB,6,2,74,226,0,0,4.97,0,0,4.26,7.04,30.5,110,0,5.6,Eastern Illinois,2
2014,DE,6,4,76,259,0,0,4.7,0,0,0,7.19,37,122,26,5.1,Virginia Tech,0
2014,ILB,5,11,71,234,0,0,4.91,0,0,0,0,33,116,28,0,Iowa St.,5
2014,CB,6,0,72,202,0,0,4.37,0,0,0,6.92,35.5,126,20,5.3,Oklahoma St.,1
2014,TE,6,6,78,260,0,0,4.89,0,0,4.44,7.42,33.5,120,0,5.6,Colorado St.,4
2014,CB,5,11,71,194,0,0,4.52,0,0,4.34,6.8,37,123,11,5.5,Baylor,7
2014,WR,6,0,72,199,0,0,4.64,0,0,4.11,6.68,35.5,119,8,5.5,Tulane,5
2014,RB,6,0,72,208,0,0,0,0,0,0,0,0,0,0,5.2,Arizona State,7
2014,TE,6,4,76,257,0,0,0,0,0,0,0,26.5,113,0,5.2,USC,0
2014,OG,6,5,77,316,0,0,5.19,0,0,4.47,7.49,26.5,108,26,4.9,Wisconsin,0
2014,DT,6,6,78,310,0,0,5.02,0,0,0,7.87,35.5,114,32,5.2,Minnesota,2
2014,CB,5,10,70,188,0,0,4.5,0,0,4.27,7.14,35.5,119,15,5.4,Vanderbilt,7
2014,OG,6,3,75,323,0,0,5.34,0,0,4.83,8.26,21.5,100,0,5.5,Florida,6
2014,CB,5,9,69,197,0,0,4.69,0,0,4.2,7.01,33.5,118,20,6.1,South Carolina,0
2014,C,6,3,75,304,0,0,5.15,0,0,4.86,7.97,27,113,27,5.8,Florida,0
2014,DE,6,6,78,281,0,0,0,0,0,0,0,0,0,21,5.5,Oregon,5
2014,WR,6,1,73,198,0,0,4.5,0,0,4.2,7.08,36.5,118,15,6.2,Coastal Carolina,6
2014,LS,6,3,75,258,0,0,4.91,0,0,0,0,29,0,0,5.3,Kansas St.,0
2014,OT,6,7,79,331,0,0,5.04,0,0,4.77,8.15,24,95,0,5.7,Miami,8
2014,WR,5,9,69,193,0,0,4.48,0,0,4.27,6.84,35.5,125,18,5.4,Wyoming,6
2014,FB,6,4,76,246,0,0,4.87,0,0,4.35,7.04,33,109,0,5.1,Stanford,0
2014,RB,6,1,73,233,0,0,4.66,0,0,0,0,29,113,20,5.7,LSU,2
2014,OLB,6,0,72,240,0,0,4.74,0,0,4.45,7.15,31.5,116,23,5.7,Iowa,4
2014,K,6,0,72,189,0,0,0,0,0,0,0,0,0,0,6.4,Arkansas,8
2014,WR,6,4,76,223,0,0,4.65,0,0,4.2,6.89,27.5,108,13,5.4,BYU,0
2014,P,6,3,75,221,0,0,0,0,0,0,0,0,0,0,5.4,Memphis,0
2014,OLB,6,6,78,257,0,0,4.69,0,0,0,0,38.5,117,0,6.3,Alabama,0
2014,WR,5,11,71,206,0,0,4.51,0,0,0,0,35.5,116,14,5.2,Oregon,3
2014,FS,5,11,71,196,0,0,4.49,0,0,4.19,7.26,35.5,118,15,5.1,Wyoming,4
2014,WR,6,1,73,198,0,0,4.55,0,0,4.5,7.23,31,120,14,5.1,Miami,0
2014,OT,6,5,77,296,0,0,0,0,0,0,0,0,0,0,5.2,North Carolina,0
2014,RB,6,0,72,230,0,0,4.66,0,0,0,0,34.5,114,19,5.1,Ohio St.,2
2014,DT,6,2,74,290,0,0,5.1,0,0,0,7.23,29.5,108,20,5.2,Texas Tech,0
2014,C,6,4,76,304,0,0,5.13,0,0,4.37,7.3,26,103,22,5.6,Oklahoma,0
2014,ILB,6,1,73,254,0,0,0,0,0,0,0,0,0,0,5.4,Western Kentucky,7
2014,CB,6,0,72,195,0,0,4.51,0,0,4,6.75,38,128,13,5.9,Notre Dame,6
2014,OG,6,3,75,336,0,0,5.51,0,0,4.78,8.25,29,108,30,5.4,Mississippi St.,3
2014,TE,6,5,77,269,0,0,0,0,0,0,0,0,0,15,5.6,McNeese St.,0
2014,OT,6,6,78,311,0,0,5.34,0,0,4.56,7.42,29,103,22,5.7,Tennessee,1
2014,CB,5,10,70,180,0,0,4.44,0,0,4.19,6.81,39,0,9,5.1,Maine,6
2014,WR,6,3,75,219,0,0,4.42,0,0,3.98,6.64,37.5,123,20,5,Saginaw Valley St.,8
2014,CB,6,3,75,218,0,0,4.61,0,0,4.33,0,41.5,128,13,5.8,Nebraska,2
2014,DE,6,3,75,247,0,0,4.63,0,0,0,6.97,36,123,18,5.3,Texas,0
2014,TE,6,6,78,259,0,0,4.85,0,0,4.6,7.38,35,115,24,5.2,Fresno St.,0
2014,NT,6,2,74,299,0,0,5.06,0,0,0,0,29.5,102,27,5.1,Florida St.,2
2014,DT,6,2,74,308,0,0,5.24,0,0,0,7.93,24.5,102,20,5.4,LSU,0
2014,CB,6,2,74,200,0,0,4.45,0,0,4.24,6.82,38.5,124,12,5.2,N.C. State,5
2014,RB,6,0,72,209,0,0,4.6,0,0,0,0,35.5,118,16,5.4,Central Florida,7
2014,OT,6,5,77,297,0,0,5.11,0,0,4.64,7.4,29,111,26,5.4,Vanderbilt,6
2014,ILB,6,3,75,240,0,0,4.74,0,0,0,0,33.5,115,0,4.8,Florida St.,0
2014,DT,6,4,76,322,0,0,5.35,0,0,0,7.73,27.5,101,25,5.2,Penn St.,4
2014,DE,6,2,74,235,0,0,4.6,0,0,0,7.16,40.5,124,21,5.5,Shepherd,0
2014,WR,6,0,72,188,0,0,4.48,0,0,4.27,6.82,33,119,0,5.2,Notre Dame,6
2014,TE,6,3,75,240,0,0,4.77,0,0,4.3,7.22,30,116,24,5.8,Missouri Western,0
2014,RB,5,8,68,194,0,0,4.43,0,0,4.13,7.07,34.5,118,20,5.5,Missouri,0
2014,CB,5,8,68,184,0,0,4.55,0,0,4.4,7.26,37.5,124,14,5.7,Florida St.,2
2014,OLB,6,3,75,249,0,0,4.7,0,0,4.32,7.25,30,113,23,5,USC,6
2014,NT,6,1,73,326,0,0,5.08,0,0,0,7.93,28.5,99,28,4.8,Delaware,0
2014,OLB,6,2,74,233,0,0,0,0,0,0,0,32,122,16,5.7,Iowa,3
2014,OT,6,7,79,322,0,0,5.59,0,0,4.84,7.71,27.5,96,21,5.1,Alabama,2
2014,FS,6,0,72,207,0,0,4.7,0,0,0,0,36.5,127,24,5.8,Vanderbilt,0
2014,WR,5,11,71,205,0,0,4.77,0,0,0,0,28.5,110,12,5.2,LSU,2
2014,C,6,4,76,313,0,0,0,0,0,4.7,8.22,23.5,102,36,4.9,Utah St.,0
2014,WR,6,2,74,215,0,0,0,0,0,0,0,0,0,23,5.3,Indiana,2
2014,DE,6,3,75,251,0,0,4.8,0,0,0,7.46,34.5,113,20,5.9,Boise St.,2
2014,CB,5,9,69,190,0,0,4.48,0,0,4.4,7.12,33,120,16,4.9,Utah St.,5
2014,WR,6,0,72,192,0,0,4.52,0,0,4.01,0,38,127,0,5.9,USC,2
2014,OT,6,4,76,303,0,0,0,0,0,4.4,7.57,29,108,21,0,Boise St.,8
2014,TE,6,2,74,252,0,0,4.5,0,0,0,0,34,128,20,5.3,Tennessee St.,0
2014,P,6,3,75,211,0,0,0,0,0,0,0,0,0,0,0,Houston,0
2014,OT,6,7,79,309,0,0,4.87,0,0,4.49,7.39,30.5,117,29,5.3,Michigan,1
2014,SS,5,10,70,211,0,0,4.6,0,0,4.47,7.05,36.5,122,15,5.4,Michigan St.,0
2014,OG,6,6,78,311,0,0,5.35,0,0,0,0,26.5,100,30,5.8,Miami,3
2014,C,6,3,75,296,0,0,0,0,0,0,0,27,0,36,5.8,Ohio St.,6
2014,OLB,6,2,74,225,0,0,4.66,0,0,4.3,7.15,0,122,0,5.3,Oregon,0
2014,OG,6,5,77,320,0,0,0,0,0,0,0,0,0,0,5.4,Nebraska,3
2014,SS,5,11,71,217,0,0,4.65,0,0,4.35,7.15,32.5,119,12,5.4,LSU,0
2014,OT,6,8,80,316,0,0,0,0,0,0,0,0,0,0,0,Kansas St.,0
2014,WR,6,4,76,218,0,0,4.6,0,0,4.25,7.07,36,124,20,5.3,Missouri,0
2014,TE,6,4,76,242,0,0,4.61,0,0,0,0,39,128,15,5.3,Oregon,0
2014,DE,6,5,77,249,0,0,0,0,0,0,0,0,0,18,5.4,South Florida,5
2014,TE,6,5,77,258,0,0,4.82,0,0,4.35,7.38,29.5,116,28,5.5,Georgia,5
2014,QB,6,0,72,217,0,0,4.76,0,0,4.2,6.55,29.5,109,0,5.1,Northern Illinois,0
2014,OLB,6,3,75,251,0,0,4.65,0,0,4.18,7.08,40,128,23,5.3,Buffalo,1
2014,P,6,2,74,216,0,0,4.89,0,0,0,0,27,0,0,5.3,Alabama,0
2014,DE,6,2,74,296,0,0,5.16,0,0,0,7.78,28,101,29,0,BYU,0
2014,QB,6,0,72,207,0,0,4.68,0,0,4.03,6.75,31.5,113,0,5.2,Texas A&M,1
2014,DE,6,4,76,252,0,0,4.89,0,0,0,7.08,32,108,14,5.2,UCLA,4
2014,DE,6,6,78,272,0,0,4.72,0,0,0,7.2,35.5,129,22,5.4,North Carolina,3
2014,C,6,3,75,320,0,0,0,0,0,0,0,0,0,23,5.4,USC,3
2014,OT,6,4,76,308,0,0,0,0,0,4.59,7.65,28,106,29,5.3,Notre Dame,1
2014,RB,5,8,68,207,0,0,4.5,0,0,4.15,0,38.5,126,0,4.8,Auburn,3
2014,QB,6,4,76,223,0,0,5.26,0,0,4.36,7.14,25.5,105,0,6.4,Cornell,0
2014,OT,6,5,77,308,0,0,5.07,0,0,4.47,7.34,30.5,105,24,4.9,Texas A&M,1
2014,WR,6,3,75,212,0,0,4.46,0,0,4.18,6.95,35.5,120,21,5.4,Vanderbilt,2
2014,DE,6,6,78,271,0,0,5.21,0,0,0,7.43,32,116,21,5.2,Stanford,0
2014,QB,6,3,75,220,0,0,4.94,0,0,4.34,7.18,28,99,0,5.5,Alabama,6
2014,DT,6,7,79,352,0,0,0,0,0,0,0,20.5,97,27,5.7,Tennessee,7
2014,CB,5,10,70,196,0,0,0,0,0,0,0,0,0,0,5.6,Maryland,3
2014,CB,6,3,75,211,0,0,4.51,0,0,4.18,7.29,39,129,0,5.2,Utah,4
2014,RB,5,9,69,209,0,0,4.41,0,0,4.12,6.83,40.5,132,32,5.3,Georgia Southern,3
2014,QB,6,5,77,224,0,0,0,0,0,0,0,0,0,0,5.3,LSU,6
2014,OT,6,6,78,309,0,0,5.37,0,0,4.64,7.79,26,101,28,5,Ohio St.,2
2014,FB,6,2,74,247,0,0,0,0,0,0,0,0,0,0,5.2,Oklahoma,8
2014,DE,6,4,76,260,0,0,4.95,0,0,0,0,27.5,109,17,6,South Florida,0
2014,CB,5,11,71,192,0,0,4.63,0,0,4,6.57,34,117,0,5.2,Oregon,8
2014,WR,6,2,74,221,0,0,4.4,0,0,4.3,7.02,39.5,132,13,5.5,Mississippi,3
2014,DE,6,5,77,269,0,0,4.84,0,0,0,7.41,33.5,123,23,5.6,Concordia (MN),7
2014,ILB,6,1,73,241,0,0,4.8,0,0,4.36,6.94,34.5,117,18,5.2,Iowa,0
2014,QB,6,2,74,213,0,0,4.63,0,0,4.49,7.36,30,111,0,4.8,Miami,0
2014,OT,6,6,78,314,0,0,5.35,0,0,4.95,7.93,21.5,106,0,5.3,Virginia,3
2014,ILB,6,2,74,234,0,0,0,0,0,4.4,7.3,35,118,0,5.2,Alabama,1
2014,RB,5,10,70,202,0,0,0,0,0,0,0,0,0,0,4.9,San Diego St.,0
2014,TE,6,4,76,249,0,0,4.79,0,0,4.27,7.18,33,114,24,5.4,Utah,0
2014,OLB,6,5,77,250,0,0,4.86,0,0,4.2,6.78,35.5,118,19,5.1,Stanford,2
2014,QB,6,1,73,207,0,0,0,0,0,0,0,0,0,0,5.1,Georgia,6
2014,TE,6,6,78,256,0,0,4.93,0,0,4.47,7.14,32.5,112,18,5.4,Baylor,0
2014,DE,6,3,75,247,0,0,4.73,0,0,0,7.31,34,117,21,5.7,Ball St.,6
2014,TE,6,6,78,270,0,0,0,0,0,4.55,7.57,32,114,27,5.9,Notre Dame,2
2014,NT,6,2,74,331,0,0,5.42,0,0,0,8.29,25.5,97,0,5.8,Notre Dame,3
2014,WR,6,2,74,198,0,0,4.48,0,0,4.32,6.68,33,121,8,5.3,Alabama,4
2014,P,6,4,76,220,0,0,4.64,0,0,0,0,30.5,0,23,0,Miami,6
2014,DE,6,3,75,310,0,0,0,0,0,0,0,0,0,0,6.2,Alabama,6
2014,DT,6,1,73,298,0,0,5.1,0,0,0,7.67,30.5,111,31,5.4,Utah,0
2014,C,6,3,75,306,0,0,5.34,0,0,4.46,7.6,26,103,23,6.2,Boise St.,7
2014,OT,6,6,78,302,0,0,4.97,0,0,0,0,33.5,0,22,5.8,Boston College,0
2014,TE,6,3,75,238,0,0,4.89,0,0,4.4,7.55,28.5,111,0,5.7,Wisconsin,0
2014,DT,6,4,76,332,0,0,5.23,0,0,0,7.94,28.5,102,23,5.3,Colorado State-Pueblo,0
2014,RB,5,7,67,195,0,0,4.46,0,0,4.3,7.08,35.5,124,23,5.8,Mississippi St.,0
2014,OLB,6,0,72,232,0,0,4.51,0,0,4.02,6.92,39,128,28,5.3,Boston College,5
2014,OLB,6,3,75,237,0,0,4.65,0,0,0,0,35.5,114,21,6.2,Florida,6
2014,WR,5,11,71,189,0,0,4.63,0,0,4.23,6.7,31.5,120,10,5.4,Murray St.,7
2014,CB,5,10,70,200,0,0,4.45,0,0,4.3,7.04,0,0,16,5,North Carolina,8
2014,FS,5,11,71,207,0,0,4.58,0,0,0,0,34.5,116,18,5,Louisville,1
2014,CB,5,11,71,190,0,0,4.61,0,0,0,0,35.5,120,6,5.4,Florida,0
2014,DT,6,4,76,297,0,0,5.03,0,0,0,0,23.5,102,27,5.3,South Carolina,0
2014,DE,6,3,75,293,0,0,0,0,0,0,0,0,0,36,5,Boston College,8
2014,CB,5,10,70,189,0,0,0,0,0,0,0,0,0,22,5.4,Florida Atlantic,6
2014,RB,5,10,70,212,0,0,4.7,0,0,0,0,37,122,18,5.4,USC,0
2014,WR,5,10,70,163,0,0,4.46,0,0,4.18,6.63,41,132,0,5.5,Baylor,8
2014,DT,6,2,74,302,0,0,4.91,0,0,0,7.59,26.5,106,20,6.8,Princeton,5
2014,OLB,6,5,77,245,0,0,0,0,0,0,0,0,0,26,5.2,Utah,8
2014,QB,6,3,75,228,0,0,4.87,0,0,4.3,7.22,25.5,108,0,5.2,North Carolina,0
2014,FS,6,1,73,207,0,0,4.57,0,0,0,0,32.5,117,15,5.6,Stanford,6
2014,CB,5,10,70,189,0,0,4.51,0,0,4,6.72,37.5,123,20,4.8,Oregon St.,0
2014,OT,6,6,78,336,0,0,5.3,0,0,0,0,24.5,0,36,5.3,Tennessee,0
2014,OG,6,5,77,329,0,0,5.36,0,0,4.83,7.7,25.5,91,25,4.8,Baylor,5
2014,WR,6,0,72,175,0,0,4.4,0,0,0,7.09,38,124,0,5.2,Colorado,2
2014,C,6,3,75,298,0,0,5.1,0,0,4.63,7.93,25.5,106,25,5.8,Colorado St.,2
2014,CB,6,0,72,191,0,0,4.61,0,0,4.08,6.84,37.5,120,8,5.1,Florida,0
2014,WR,6,2,74,220,0,0,4.6,0,0,4,7,39,127,0,5.4,Penn St.,2
2014,OT,6,5,77,332,0,0,4.92,0,0,4.86,7.8,28.5,113,32,4.8,Auburn,1
2014,CB,5,11,71,194,0,0,4.39,0,0,4.04,0,38.5,124,17,5,Ohio St.,1
2014,TE,6,4,76,257,0,0,4.87,0,0,4.47,7.23,31.5,116,16,5.3,California,4
2014,DE,6,2,74,261,0,0,4.91,0,0,0,7.8,25.5,114,17,5.6,Missouri,8
2014,RB,5,9,69,209,0,0,4.49,0,0,4,6.75,35.5,126,26,5.2,Washington,2
2014,K,5,8,68,164,0,0,0,0,0,0,0,0,0,0,5.2,Tulane,0
2014,WR,5,9,69,165,0,0,4.44,0,0,0,0,34,122,0,6.4,Oklahoma,4
2014,QB,6,4,76,228,0,0,4.97,0,0,4.36,7.33,27,105,0,5,Pittsburgh,5
2014,OT,6,6,78,301,0,0,5.01,0,0,4.57,7.62,24,93,0,5.4,Michigan,3
2014,RB,5,9,69,201,0,0,4.51,0,0,0,0,41.5,134,15,5.1,Baylor,6
2014,TE,6,5,77,262,0,0,0,0,0,0,0,0,0,20,6.4,Washington,2
2014,QB,6,0,72,206,0,0,4.66,0,0,4.33,7.07,34,116,0,5.3,South Carolina,0
2014,OLB,6,1,73,237,0,0,0,0,0,4.21,6.91,42,130,25,5.4,Ohio St.,1
2014,OLB,6,1,73,253,0,0,4.71,0,0,4.31,7.29,38.5,122,26,5.2,Notre Dame,5
2014,RB,6,0,72,214,0,0,4.48,0,0,4.3,7.16,37.5,126,17,5,West Virginia,3
2014,ILB,6,2,74,245,0,0,0,0,0,0,0,0,0,0,5.2,Stanford,0
2014,OLB,6,2,74,246,0,0,5.01,0,0,0,0,36.5,108,18,5.5,Connecticut,8
